Player,AHL.Season,AHL.GP,AHL.Goals,AHL.Assists,AHL.Fights,AHL.Points,NHL.Season,NHL.GP,NHL.Goals,NHL.Assists,NHL.Fights,NHL.Points,WHL.Seasons,WHL.GP,WHL.Goals,WHL.Assists,WHL.Fights,WHL.Points
B.J. Young,4,236,67,87,35,154,1,1,0,0,0,0,0,0,0,0,0,0
Barrie Moore,4,187,45,72,0,117,1,1,0,0,0,0,0,0,0,0,0,0
Ben Hanowski,2,111,29,27,3,56,2,16,1,2,0,3,0,0,0,0,0,0
Benoit Dusablon,4,173,34,61,3,95,1,3,0,0,0,0,0,0,0,0,0,0
Blair Atcheynum,1,37,12,8,0,20,4,192,27,32,0,59,0,0,0,0,0,0
Bobby Farnham,4,197,17,22,52,39,1,11,0,0,5,0,0,0,0,0,0,0
Boone Jenner,2,10,4,1,0,5,2,103,25,21,1,46,0,0,0,0,0,0
Brad DeFauw,4,215,43,48,0,91,1,9,3,0,0,3,0,0,0,0,0,0
Brad Fast,4,155,15,40,1,55,1,1,1,0,0,1,0,0,0,0,0,0
Brandon Convery,2,82,37,52,3,89,2,22,2,9,0,11,0,0,0,0,0,0
Brandon Nolan,4,154,41,57,9,98,1,6,0,1,0,1,0,0,0,0,0,0
Brandon Saad,1,31,8,12,0,20,4,208,52,74,0,126,0,0,0,0,0,0
Brian Salcido,4,291,36,105,4,141,1,2,0,1,0,1,0,0,0,0,0,0
Brock Trotter,4,214,71,102,0,173,1,2,0,0,0,0,0,0,0,0,0,0
Calle Jarnkrok,2,72,18,30,0,48,2,86,9,18,0,27,0,0,0,0,0,0
Carl Hagelin,1,17,7,6,0,13,4,266,58,72,0,130,0,0,0,0,0,0
Cedric Paquette,2,75,24,27,7,51,2,66,12,8,3,20,0,0,0,0,0,0
Cody Ceci,2,30,3,18,0,21,2,130,8,22,0,30,0,0,0,0,0,0
Corban Knight,2,128,34,46,2,80,2,9,1,0,0,1,0,0,0,0,0,0
Craig Smith,1,4,1,4,0,5,4,277,65,79,0,144,0,0,0,0,0,0
Dale Clarke,4,231,13,57,0,70,1,3,0,0,0,0,0,0,0,0,0,0
Darren Archibald,4,204,37,32,24,69,1,16,1,2,0,3,0,0,0,0,0,0
Darryl Shannon,1,4,0,1,0,1,4,230,12,53,2,65,0,0,0,0,0,0
"Dave ""Moose"" Morissette",2,86,6,8,33,14,2,11,0,0,8,0,0,0,0,0,0,0
Dave Duerden,4,223,64,77,1,141,1,2,0,0,0,0,0,0,0,0,0,0
David Broll,4,114,3,16,27,19,1,5,0,1,1,1,0,0,0,0,0,0
David Printz,2,142,10,26,10,36,2,13,0,0,0,0,0,0,0,0,0,0
Dean Malkoc,2,126,3,12,14,15,2,42,1,1,9,2,0,0,0,0,0,0
Derek Plante,1,57,18,35,0,53,4,168,22,39,1,61,0,0,0,0,0,0
Ed Ward,1,65,14,19,3,33,4,188,13,12,10,25,0,0,0,0,0,0
Eric Perrin,1,71,21,54,0,75,4,245,32,72,0,104,0,0,0,0,0,0
Erik Gudbranson,1,2,0,0,0,0,4,245,9,25,17,34,0,0,0,0,0,0
Erik Haula,2,37,14,15,0,29,2,118,13,16,0,29,0,0,0,0,0,0
Evgeny Namestnikov,2,75,13,23,0,36,2,8,0,1,0,1,0,0,0,0,0,0
Francois Leroux,4,255,9,18,39,27,1,50,1,2,15,3,0,0,0,0,0,0
Geoff Smith,2,93,3,19,0,22,2,19,1,1,0,2,0,0,0,0,0,0
Goran Bezina,4,268,19,29,9,48,1,3,0,0,0,0,0,0,0,0,0,0
Grant Lewis,4,180,11,56,6,67,1,1,0,0,0,0,0,0,0,0,0,0
Jaden Schwartz,1,33,9,10,0,19,4,207,62,73,1,135,0,0,0,0,0,0
Jamie Devane,4,118,6,9,21,15,1,2,0,0,0,0,0,0,0,0,0,0
Jamie Hunt,4,165,14,34,2,48,1,1,0,0,0,0,0,0,0,0,0,0
Janis Sprukts,2,117,34,72,1,106,2,14,1,2,0,3,0,0,0,0,0,0
Jarkko Immonen,2,127,50,65,0,115,2,20,3,5,0,8,0,0,0,0,0,0
Jaroslav Balastik,2,19,5,5,0,10,2,74,13,11,0,24,0,0,0,0,0,0
Jason Ryznar,4,246,26,33,6,59,1,8,0,0,0,0,0,0,0,0,0,0
Jean-Francois Jomphe,2,70,20,40,1,60,2,16,1,3,0,4,0,0,0,0,0,0
Jean-Yves Leroux,1,59,8,16,4,24,4,219,16,21,14,37,0,0,0,0,0,0
Jeff Nielsen,1,18,4,8,0,12,4,250,20,27,3,47,0,0,0,0,0,0
Jeff Ulmer,4,235,36,55,5,91,1,21,3,0,0,3,0,0,0,0,0,0
Jesse Fibiger,4,252,17,46,7,63,1,16,0,0,0,0,0,0,0,0,0,0
Joey Tenute,4,247,77,114,2,191,1,1,0,0,0,0,0,0,0,0,0,0
Johan Davidsson,2,65,10,37,0,47,2,83,6,9,0,15,0,0,0,0,0,0
John Albert,4,217,56,63,0,119,1,9,1,0,0,1,0,0,0,0,0,0
Jon Merrill,2,27,3,15,0,18,2,118,4,21,0,25,0,0,0,0,0,0
Jonas Junland,2,144,27,48,1,75,2,4,0,2,0,2,0,0,0,0,0,0
Jonathan Ferland,4,267,51,56,11,107,1,7,1,0,0,1,0,0,0,0,0,0
Jonathan Hedstrom,2,100,28,42,0,70,2,83,13,14,0,27,0,0,0,0,0,0
Julian Melchiori,4,173,3,22,5,25,1,1,0,0,0,0,0,0,0,0,0,0
Julien Vauclair,4,283,26,76,1,102,1,1,0,0,0,0,0,0,0,0,0,0
Justin Florek,4,221,43,61,3,104,1,4,1,1,0,2,0,0,0,0,0,0
Justin Fontaine,2,137,39,72,0,111,2,137,22,30,0,52,0,0,0,0,0,0
Justin Johnson,4,153,5,11,67,16,1,2,0,0,1,0,0,0,0,0,0,0
Justin Shugg,4,212,49,66,0,115,1,3,0,0,0,0,0,0,0,0,0,0
Keith Jones,1,4,2,1,0,3,4,166,32,56,3,88,0,0,0,0,0,0
Kelly Miller,2,4,0,0,0,0,2,138,9,12,4,21,0,0,0,0,0,0
Kevin Miller,1,74,27,21,0,48,4,83,8,16,3,24,0,0,0,0,0,0
Kurtis McLean,4,224,56,96,6,152,1,4,1,0,0,1,0,0,0,0,0,0
Lonny Bohonos,2,98,53,69,0,122,2,44,8,4,0,12,0,0,0,0,0,0
Lubomir Vaic,2,113,25,44,0,69,2,9,1,1,0,2,0,0,0,0,0,0
Luke Sellars,4,147,12,32,17,44,1,1,0,0,0,0,0,0,0,0,0,0
Mark Janssens,1,28,3,9,1,12,4,198,6,13,28,19,0,0,0,0,0,0
Markus Granlund,2,73,34,29,0,63,2,55,10,11,0,21,0,0,0,0,0,0
Martin Karsums,4,212,54,101,0,155,1,24,1,5,0,6,0,0,0,0,0,0
Martin Spanhel,2,117,18,25,2,43,2,10,2,0,0,2,0,0,0,0,0,0
Matt Nieto,2,13,4,6,0,10,2,138,20,31,0,51,0,0,0,0,0,0
Matt Puempel,4,136,43,38,11,81,1,13,2,1,0,3,0,0,0,0,0,0
Matt Read,1,11,7,6,0,13,4,276,65,76,2,141,0,0,0,0,0,0
Mattias Ekholm,1,59,10,22,0,32,4,145,8,19,0,27,0,0,0,0,0,0
Maxim Balmochnykh,4,170,26,34,1,60,1,6,0,1,0,1,0,0,0,0,0,0
Mel Angelstad,4,220,11,12,61,23,1,2,0,0,0,0,0,0,0,0,0,0
Michael Bournival,2,81,13,26,0,39,2,89,10,9,0,19,0,0,0,0,0,0
Mike Halmo,4,140,34,37,16,71,1,20,1,0,2,1,0,0,0,0,0,0
Mikko Jokela,4,286,32,59,4,91,1,1,0,0,0,0,0,0,0,0,0,0
Nathan LaFayette,2,70,14,23,0,37,2,67,7,5,0,12,0,0,0,0,0,0
Nick Cousins,4,146,33,53,3,86,1,11,0,0,0,0,0,0,0,0,0,0
Nikos Tselios,4,293,16,44,7,60,1,2,0,0,0,0,0,0,0,0,0,0
Oleg Petrov,1,16,7,7,0,14,4,270,52,88,0,140,0,0,0,0,0,0
Oscar Klefbom,2,57,2,16,0,18,2,77,3,20,0,23,0,0,0,0,0,0
Patrick Cote,1,16,0,1,3,1,4,100,1,2,48,3,0,0,0,0,0,0
Patrick Thoresen,2,34,14,18,1,32,2,106,6,18,2,24,0,0,0,0,0,0
Pavel Kolarik,2,98,8,10,0,18,2,23,0,0,0,0,0,0,0,0,0,0
Pavel Vorobiev,2,89,22,32,0,54,2,57,10,15,0,25,0,0,0,0,0,0
Peter Leblanc,4,261,60,72,1,132,1,1,0,0,0,0,0,0,0,0,0,0
Peter Leboutillier,4,203,29,37,42,66,1,12,1,1,1,2,0,0,0,0,0,0
Petr Cajanek,1,4,1,0,0,1,4,269,46,107,1,153,0,0,0,0,0,0
Petr Kanko,4,160,30,27,7,57,1,10,1,0,0,1,0,0,0,0,0,0
Petr Vrana,4,229,50,87,0,137,1,16,1,0,0,1,0,0,0,0,0,0
Petter Granberg,2,126,3,19,0,22,2,8,0,0,0,0,0,0,0,0,0,0
Phil McRae,4,229,57,59,5,116,1,15,1,2,0,3,0,0,0,0,0,0
Philip Danault,4,154,19,47,2,66,1,2,0,0,0,0,0,0,0,0,0,0
Philippe Audet,4,276,75,88,4,163,1,4,0,0,0,0,0,0,0,0,0,0
Pierre Sevigny,4,258,84,110,16,194,1,3,0,0,0,0,0,0,0,0,0,0
Randy Cunneyworth,2,104,18,34,3,52,2,85,4,13,1,17,0,0,0,0,0,0
Reilly Smith,1,45,14,21,0,35,4,203,36,64,1,100,0,0,0,0,0,0
Rob Shearer,4,299,93,152,9,245,1,2,0,0,0,0,0,0,0,0,0,0
Roman Vopat,2,41,11,10,4,21,2,79,0,6,18,6,0,0,0,0,0,0
Ryan Bourque,4,269,47,51,2,98,1,1,0,0,0,0,0,0,0,0,0,0
Ryan Strome,2,47,15,41,1,56,2,118,24,44,1,68,0,0,0,0,0,0
Scott Fraser,2,86,42,56,0,98,2,57,14,15,0,29,0,0,0,0,0,0
Scott Laughton,2,45,15,15,1,30,2,36,2,4,1,6,0,0,0,0,0,0
Sean Bentivoglio,4,241,44,79,1,123,1,1,0,0,0,0,0,0,0,0,0,0
Sean Couturier,1,31,10,18,1,28,4,287,45,73,4,118,0,0,0,0,0,0
Sergei Shirokov,2,152,44,59,1,103,2,8,1,0,0,1,0,0,0,0,0,0
Shawn Lalonde,4,204,13,57,13,70,1,1,0,0,0,0,0,0,0,0,0,0
Spencer Abbott,4,187,49,99,0,148,1,1,0,0,0,0,0,0,0,0,0,0
Stefan Matteau,2,128,25,28,4,53,2,24,2,2,0,4,0,0,0,0,0,0
Steve Maltais,4,301,122,177,0,299,1,26,0,3,0,3,0,0,0,0,0,0
Stuart Percy,4,119,6,34,0,40,1,9,0,3,0,3,0,0,0,0,0,0
Tanner Pearson,2,105,36,43,0,79,2,67,15,8,0,23,0,0,0,0,0,0
Ted Drury,1,67,14,15,1,29,4,215,14,18,6,32,0,0,0,0,0,0
Terran Sandwith,4,231,6,36,24,42,1,8,0,0,0,0,0,0,0,0,0,0
Teuvo Teravainen,2,44,8,19,0,27,2,37,4,5,0,9,0,0,0,0,0,0
Timofei Shishkanov,2,119,40,37,0,77,2,24,3,2,0,5,0,0,0,0,0,0
Tomas Jurco,2,106,27,33,0,60,2,99,11,22,0,33,0,0,0,0,0,0
Tommi Santala,2,56,15,25,0,40,2,63,2,7,0,9,0,0,0,0,0,0
Torey Krug,1,63,13,32,1,45,4,160,26,55,2,81,0,0,0,0,0,0
Travis Turnbull,4,143,26,28,22,54,1,3,1,0,1,1,0,0,0,0,0,0
Tyler Cuma,4,201,2,31,2,33,1,1,0,0,0,0,0,0,0,0,0,0
Vadim Sharifijanov,2,74,24,28,0,52,2,90,16,21,0,37,0,0,0,0,0,0
Vincent Trocheck,2,78,24,37,1,61,2,70,12,18,0,30,0,0,0,0,0,0
Xavier Ouellet,2,122,5,28,0,33,2,25,2,1,0,3,0,0,0,0,0,0
Yuri Babenko,4,287,55,80,7,135,1,3,0,0,0,0,0,0,0,0,0,0
Adam Almqvist,3,144,14,70,0,84,1,2,1,0,0,1,0,0,0,0,0,0
Adam Berti,3,100,9,13,7,22,1,2,0,0,0,0,0,0,0,0,0,0
Adam Clendening,3,196,23,100,1,123,1,21,1,3,0,4,0,0,0,0,0,0
Adam Pineault,3,201,43,59,8,102,1,3,0,0,0,0,0,0,0,0,0,0
Alex Burmistrov,1,22,2,9,0,11,3,194,23,35,1,58,0,0,0,0,0,0
Alex Hicks,1,17,6,5,3,11,3,121,8,22,11,30,0,0,0,0,0,0
Alexander Radulov,1,11,6,12,0,18,3,154,47,55,0,102,0,0,0,0,0,0
Alexander Vasyunov,3,187,39,52,1,91,1,18,1,4,0,5,0,0,0,0,0,0
Alexandre Volchkov,3,121,18,34,1,52,1,3,0,0,0,0,0,0,0,0,0,0
Allan Egeland,3,60,17,32,7,49,1,8,0,0,1,0,0,0,0,0,0,0
Andre Petersson,3,142,48,55,0,103,1,1,0,0,0,0,0,0,0,0,0,0
Andrej Nestrasil,3,120,22,24,0,46,1,54,7,13,0,20,0,0,0,0,0,0
Andrew MacWilliam,3,117,3,13,8,16,1,12,0,2,0,2,0,0,0,0,0,0
Anthony Bitetto,3,177,16,56,8,72,1,7,0,0,1,0,0,0,0,0,0,0
Anton Klementyev,3,99,3,10,0,13,1,1,0,0,0,0,0,0,0,0,0,0
Bill Bowler,3,163,33,103,1,136,1,9,0,2,0,2,0,0,0,0,0,0
Bill Huard,1,13,2,2,2,4,3,34,0,1,6,1,0,0,0,0,0,0
Brad Ralph,3,82,9,23,1,32,1,1,0,0,0,0,0,0,0,0,0,0
Brendan Woods,3,112,18,20,13,38,1,2,0,0,0,0,0,0,0,0,0,0
Brendon Nash,3,158,11,49,4,60,1,2,0,0,0,0,0,0,0,0,0,0
Brett Ritchie,3,106,39,34,3,73,1,31,6,3,0,9,0,0,0,0,0,0
Brian Wesenberg,3,167,43,47,18,90,1,1,0,0,1,0,0,0,0,0,0,0
Cade Fairchild,3,158,10,57,0,67,1,5,0,1,0,1,0,0,0,0,0,0
Carl Sneep,3,133,6,27,4,33,1,1,0,1,0,1,0,0,0,0,0,0
Charlie Coyle,1,47,14,11,0,25,3,189,31,48,3,79,0,0,0,0,0,0
Chay Genoway,3,189,16,59,4,75,1,1,0,1,0,1,0,0,0,0,0,0
Chris Wagner,3,194,37,40,6,77,1,9,0,0,0,0,0,0,0,0,0,0
Colin Hemingway,3,46,9,10,2,19,1,3,0,0,0,0,0,0,0,0,0,0
Corey Elkins,3,173,42,49,4,91,1,3,1,0,0,1,0,0,0,0,0,0
Craig Ferguson,3,186,71,82,1,153,1,3,0,0,0,0,0,0,0,0,0,0
Curtis McKenzie,3,111,33,54,12,87,1,36,4,1,6,5,0,0,0,0,0,0
Dan Keczmer,1,25,1,9,0,10,3,79,1,8,1,9,0,0,0,0,0,0
Daniil Tarasov,3,144,47,45,3,92,1,5,0,1,0,1,0,0,0,0,0,0
Danny Biega,3,135,5,27,1,32,1,10,0,2,0,2,0,0,0,0,0,0
Darcy Campbell,3,115,9,13,1,22,1,1,0,0,0,0,0,0,0,0,0,0
David Sloane,3,23,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
David Wilkie,1,1,0,2,0,2,3,81,3,12,6,15,0,0,0,0,0,0
Dean Sylvester,1,76,35,30,2,65,3,96,21,16,0,37,0,0,0,0,0,0
Doug O'Brien,3,161,13,46,1,59,1,5,0,0,0,0,0,0,0,0,0,0
Enrico Ciccone,1,2,0,0,2,0,3,101,3,5,22,8,0,0,0,0,0,0
Filip Forsberg,1,47,15,19,0,34,3,100,27,42,0,69,0,0,0,0,0,0
Geoff Kinrade,3,164,14,43,6,57,1,1,0,0,0,0,0,0,0,0,0,0
Geordie Kinnear,3,147,3,29,22,32,1,4,0,0,1,0,0,0,0,0,0,0
Harry York,1,1,0,0,0,0,3,170,15,28,1,43,0,0,0,0,0,0
Ilkka Pikkarainen,3,126,17,21,4,38,1,31,1,3,0,4,0,0,0,0,0,0
Jakob Silfverberg,1,34,13,16,0,29,3,181,33,48,0,81,0,0,0,0,0,0
Jakub Petruzalek,3,215,43,86,1,129,1,2,0,1,0,1,0,0,0,0,0,0
Jamie Arniel,3,219,42,60,0,102,1,1,0,0,0,0,0,0,0,0,0,0
Jamie Fritsch,3,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Jarod Palmer,3,117,17,30,13,47,1,6,1,0,0,1,0,0,0,0,0,0
Jaroslav Svejkovsky,1,16,12,7,0,19,3,94,16,16,0,32,0,0,0,0,0,0
Jason Bowen,3,177,10,26,38,36,1,4,0,0,2,0,0,0,0,0,0,0
Jeff Brown,3,18,0,2,0,2,1,60,4,24,0,28,0,0,0,0,0,0
Jeff Lank,3,146,13,23,1,36,1,2,0,0,0,0,0,0,0,0,0,0
Joe Jensen,3,109,22,18,2,40,1,6,1,0,0,1,0,0,0,0,0,0
Joey Hishon,3,112,27,39,0,66,1,13,1,1,0,2,0,0,0,0,0,0
Johan Motin,3,99,2,10,3,12,1,1,0,0,0,0,0,0,0,0,0,0
Johan Sundstrom,3,171,26,42,4,68,1,11,0,1,0,1,0,0,0,0,0,0
John Emmons,1,46,4,8,2,12,3,85,2,4,0,6,0,0,0,0,0,0
John Gruden,1,57,3,14,0,17,3,33,1,1,0,2,0,0,0,0,0,0
Jonas Brodin,1,9,2,2,0,4,3,195,13,34,0,47,0,0,0,0,0,0
Jonathan Racine,3,129,0,13,13,13,1,1,0,0,0,0,0,0,0,0,0,0
Joonas Nattinen,3,156,24,21,0,45,1,1,0,0,0,0,0,0,0,0,0,0
Juha Lind,1,3,1,1,0,2,3,133,9,13,1,22,0,0,0,0,0,0
Justin DiBenedetto,3,173,45,40,8,85,1,8,0,1,0,1,0,0,0,0,0,0
Justin Hodgman,3,142,30,46,4,76,1,5,1,0,0,1,0,0,0,0,0,0
Justin Schultz,1,34,18,30,0,48,3,203,25,66,0,91,0,0,0,0,0,0
Kari Haakana,3,30,0,10,1,10,1,13,0,0,0,0,0,0,0,0,0,0
Kellan Lain,3,88,7,13,8,20,1,9,1,0,1,1,0,0,0,0,0,0
Klas Dahlbeck,3,197,15,37,3,52,1,23,1,3,0,4,0,0,0,0,0,0
Luke Witkowski,3,129,4,16,19,20,1,16,0,0,1,0,0,0,0,0,0,0
MacGregor Sharp,3,113,17,18,3,35,1,8,0,0,0,0,0,0,0,0,0,0
Marc Bureau,1,17,4,7,0,11,3,208,20,17,0,37,0,0,0,0,0,0
Mario Larocque,3,82,8,7,7,15,1,5,0,0,0,0,0,0,0,0,0,0
Mark Alt,3,125,7,31,2,38,1,1,0,0,0,0,0,0,0,0,0,0
Mark Katic,3,125,7,41,0,48,1,11,0,1,0,1,0,0,0,0,0,0
Martin Gendron,3,153,63,71,0,134,1,2,0,0,0,0,0,0,0,0,0,0
Matt Ryan,3,189,28,34,8,62,1,12,0,1,0,1,0,0,0,0,0,0
Max Friberg,3,138,33,48,2,81,1,1,0,0,0,0,0,0,0,0,0,0
Micheal Ferland,3,65,13,20,5,33,1,26,2,3,2,5,0,0,0,0,0,0
Michel Riesen,3,202,61,76,0,137,1,12,0,1,0,1,0,0,0,0,0,0
Miika Elomo,3,164,32,36,4,68,1,2,0,1,0,1,0,0,0,0,0,0
Mikael Granlund,1,29,10,18,0,28,3,158,18,70,0,88,0,0,0,0,0,0
Mikael Holmqvist,1,24,7,7,0,14,3,156,18,17,3,35,0,0,0,0,0,0
Mike Danton,1,69,19,15,7,34,3,87,9,5,14,14,0,0,0,0,0,0
Niklas Andersson,1,37,10,28,2,38,3,40,3,9,0,12,0,0,0,0,0,0
Patrick Coulombe,3,57,6,6,0,12,1,7,0,1,0,1,0,0,0,0,0,0
Paul Manning,3,139,5,14,2,19,1,8,0,0,0,0,0,0,0,0,0,0
Petr Mika,3,91,8,12,1,20,1,3,0,0,0,0,0,0,0,0,0,0
Petr Taticek,3,125,18,40,0,58,1,3,0,0,0,0,0,0,0,0,0,0
Petri Kontiola,3,158,37,93,0,130,1,12,0,5,0,5,0,0,0,0,0,0
Petteri Wirtanen,3,223,32,64,0,96,1,3,1,0,0,1,0,0,0,0,0,0
Prestin Ryan,3,166,23,45,10,68,1,1,0,0,0,0,0,0,0,0,0,0
Robert Petrovicky,1,65,27,34,1,61,3,82,10,14,1,24,0,0,0,0,0,0
Roman Graborenko,3,129,16,37,4,53,1,1,0,0,0,0,0,0,0,0,0,0
Rudy Poeschek,1,5,0,0,0,0,3,78,1,7,15,8,0,0,0,0,0,0
Ryan Sproul,3,140,16,40,1,56,1,1,0,0,0,0,0,0,0,0,0,0
Ryan Thang,3,165,35,50,0,85,1,1,0,0,0,0,0,0,0,0,0,0
Sam Carrick,3,140,25,41,16,66,1,16,1,1,1,2,0,0,0,0,0,0
Scott Mayfield,3,146,4,28,16,32,1,5,0,0,1,0,0,0,0,0,0,0
Scott Thomas,3,102,28,35,0,63,1,24,3,1,1,4,0,0,0,0,0,0
Sean Selmser,3,227,35,43,43,78,1,1,0,0,1,0,0,0,0,0,0,0
Sebastien Bisaillon,3,54,8,14,1,22,1,2,0,0,0,0,0,0,0,0,0,0
Seth Helgeson,3,128,3,19,13,22,1,22,0,2,2,2,0,0,0,0,0,0
Shane Prince,3,206,67,81,6,148,1,2,0,1,0,1,0,0,0,0,0,0
Shawn Burr,1,26,10,14,2,24,3,64,6,9,0,15,0,0,0,0,0,0
Stanislav Galiev,3,100,28,24,0,52,1,2,1,0,0,1,0,0,0,0,0,0
Stefan Della Rovere,3,168,13,15,19,28,1,7,0,0,1,0,0,0,0,0,0,0
Tim Ramholt,3,210,8,38,2,46,1,1,0,0,0,0,0,0,0,0,0,0
Tom Koivisto,3,139,12,47,0,59,1,22,2,4,0,6,0,0,0,0,0,0
Tomas Kana,3,99,18,17,4,35,1,6,0,2,0,2,0,0,0,0,0,0
Tomi Maki,3,225,24,33,1,57,1,1,0,0,0,0,0,0,0,0,0,0
Tony Martensson,3,225,50,106,0,156,1,6,1,1,0,2,0,0,0,0,0,0
Tony Virta,3,145,37,57,1,94,1,8,2,3,0,5,0,0,0,0,0,0
Tyrone Garner,3,21,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Viktor Tikhonov,3,82,14,30,0,44,1,61,8,8,0,16,0,0,0,0,0,0
Vladimir Vujtek,1,2,1,2,0,3,3,38,2,5,0,7,0,0,0,0,0,0
Vlastimil Kroupa,3,74,6,30,0,36,1,2,0,1,0,1,0,0,0,0,0,0
Alexander Kharitonov,1,2,1,0,0,1,2,71,7,15,0,22,0,0,0,0,0,0
Alexei Vasiliev,2,150,18,47,0,65,1,1,0,0,0,0,0,0,0,0,0,0
Andrew Miller,2,115,35,59,0,94,1,9,1,5,0,6,0,0,0,0,0,0
Barry Nieckar,2,142,21,20,29,41,1,1,0,0,0,0,0,0,0,0,0,0
Bill Berg,1,16,4,7,1,11,2,111,3,11,5,14,0,0,0,0,0,0
Brett Hauer,1,77,8,32,0,40,2,8,0,2,0,2,0,0,0,0,0,0
Bryan Rust,2,47,13,14,0,27,1,14,1,1,1,2,0,0,0,0,0,0
Chad Billins,2,141,20,59,0,79,1,10,0,3,0,3,0,0,0,0,0,0
Christian Dube,2,137,32,76,0,108,1,6,0,0,0,0,0,0,0,0,0,0
Christian Folin,1,13,2,2,0,4,2,41,2,9,1,11,0,0,0,0,0,0
Cole Jarrett,2,137,5,34,2,39,1,1,0,0,0,0,0,0,0,0,0,0
Connor Carrick,2,86,8,38,8,46,1,34,1,5,1,6,0,0,0,0,0,0
Connor Murphy,1,36,0,13,2,13,2,103,5,10,2,15,0,0,0,0,0,0
Corey Spring,1,57,19,25,14,44,2,16,1,1,2,2,0,0,0,0,0,0
Dan Kordic,1,9,1,1,3,2,2,63,1,1,18,2,0,0,0,0,0,0
Dana Murzyn,1,20,2,4,1,6,2,43,5,4,3,9,0,0,0,0,0,0
Dennis Vaske,1,43,2,13,0,15,2,22,0,3,0,3,0,0,0,0,0,0
Dmitry Korobov,2,136,6,42,3,48,1,3,0,1,0,1,0,0,0,0,0,0
Drew LeBlanc,2,117,11,17,0,28,1,2,0,0,0,0,0,0,0,0,0,0
Elias Lindholm,1,6,1,2,0,3,2,139,26,34,0,60,0,0,0,0,0,0
Emile Poirier,2,57,21,25,0,46,1,6,0,1,0,1,0,0,0,0,0,0
Erich Goldmann,2,84,1,5,1,6,1,1,0,0,0,0,0,0,0,0,0,0
Erik Andersson,2,34,5,9,1,14,1,12,2,1,0,3,0,0,0,0,0,0
Francois Groleau,2,126,21,50,0,71,1,1,0,0,0,0,0,0,0,0,0,0
Greg Andrusak,1,58,5,14,2,19,2,16,0,2,0,2,0,0,0,0,0,0
Greg Pankewicz,2,42,12,17,2,29,1,18,0,3,0,3,0,0,0,0,0,0
Hampus Lindholm,1,44,1,10,0,11,2,156,13,51,0,64,0,0,0,0,0,0
Hannes Hyvonen,1,67,24,18,0,42,2,42,4,5,0,9,0,0,0,0,0,0
Harri Pesonen,2,139,29,38,0,67,1,4,0,0,0,0,0,0,0,0,0,0
Jake McCabe,1,57,5,24,2,29,2,9,0,1,0,1,0,0,0,0,0,0
Jan Nemecek,1,65,7,24,0,31,2,7,1,0,0,1,0,0,0,0,0,0
Jeff Christian,2,7,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
Jeff Libby,2,13,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0
Jeff Mitchell,2,84,7,6,8,13,1,7,0,0,1,0,0,0,0,0,0,0
Jeff Shevalier,2,71,23,32,0,55,1,5,0,0,0,0,0,0,0,0,0,0
Jesse Belanger,1,36,15,18,0,33,2,28,3,6,0,9,0,0,0,0,0,0
Joel Armia,2,108,19,41,1,60,1,1,0,0,0,0,0,0,0,0,0,0
John Klingberg,2,13,4,9,0,13,1,65,11,29,0,40,0,0,0,0,0,0
John Ramage,2,107,3,13,4,16,1,1,0,0,0,0,0,0,0,0,0,0
Jonas Ronnqvist,2,87,13,20,0,33,1,38,0,4,0,4,0,0,0,0,0,0
Joonas Rask,2,59,5,11,1,16,1,2,0,1,0,1,0,0,0,0,0,0
Jordan Oesterle,2,69,9,17,0,26,1,6,0,1,0,1,0,0,0,0,0,0
Josh Jooris,2,75,11,16,3,27,1,60,12,12,0,24,0,0,0,0,0,0
Josh Manson,2,45,4,9,6,13,1,28,0,3,1,3,0,0,0,0,0,0
Jussi Timonen,2,93,2,33,0,35,1,14,0,4,0,4,0,0,0,0,0,0
Jyrki Jokipakka,2,87,8,18,0,26,1,51,0,10,0,10,0,0,0,0,0,0
Lars Jonsson,2,84,9,24,0,33,1,8,0,2,0,2,0,0,0,0,0,0
Lee Sweatt,2,52,5,10,0,15,1,3,1,1,0,2,0,0,0,0,0,0
Lennart Petrell,1,9,2,2,0,4,2,95,7,11,2,18,0,0,0,0,0,0
Leo Komarov,1,14,6,3,2,9,2,104,12,23,0,35,0,0,0,0,0,0
Libor Pivko,2,136,23,78,0,101,1,1,0,0,0,0,0,0,0,0,0,0
Libor Zabransky,2,60,2,17,3,19,1,6,0,1,0,1,0,0,0,0,0,0
Luc Bourdon,1,41,6,8,2,14,2,36,2,0,1,2,0,0,0,0,0,0
Marc Rodgers,2,112,26,43,5,69,1,21,1,1,0,2,0,0,0,0,0,0
Marcel Mueller,2,129,28,51,4,79,1,3,0,0,0,0,0,0,0,0,0,0
Marko Dano,2,49,13,12,0,25,1,35,8,13,0,21,0,0,0,0,0,0
Matt Campanale,2,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Matt Elich,1,22,2,2,0,4,2,16,1,1,0,2,0,0,0,0,0,0
Matt Koalska,2,125,27,37,0,64,1,3,0,0,0,0,0,0,0,0,0,0
