Player,AHL.Season,AHL.GP,AHL.Goals,AHL.Assists,AHL.Fights,AHL.Points,NHL.Season,NHL.GP,NHL.Goals,NHL.Assists,NHL.Fights,NHL.Points,WHL.Seasons,WHL.GP,WHL.Goals,WHL.Assists,WHL.Fights,WHL.Points
Ryan VandenBussche,4,60,6,3,19,9,8,299,9,10,88,19,0,0,0,0,0,0
T.J. Hensick,8,438,130,301,2,431,4,112,12,26,0,38,0,0,0,0,0,0
Alexei Semenov,5,158,13,17,8,30,6,211,7,26,15,33,0,0,0,0,0,0
Andrei Zyuzin,3,43,6,18,0,24,10,496,38,82,3,120,0,0,0,0,0,0
Andrew Murray,5,244,52,48,5,100,6,221,24,16,0,40,0,0,0,0,0,0
Andrew Peters,5,232,10,5,82,15,6,229,4,3,84,7,0,0,0,0,0,0
Andy Wozniewski,6,213,23,76,1,99,5,79,2,10,1,12,0,0,0,0,0,0
Anthony Stewart,5,225,44,56,17,100,6,262,27,44,9,71,0,0,0,0,0,0
Benn Ferriero,6,271,73,106,1,179,5,98,14,9,1,23,0,0,0,0,0,0
Brad Brown,5,194,4,15,46,19,6,322,2,27,61,29,0,0,0,0,0,0
Brad Isbister,3,56,24,16,4,40,10,541,106,116,29,222,0,0,0,0,0,0
Brad Norton,6,263,10,53,29,63,5,124,3,8,27,11,0,0,0,0,0,0
Brad Staubitz,6,291,9,31,71,40,5,230,10,11,59,21,0,0,0,0,0,0
Chad Kilger,3,44,19,16,1,35,10,616,96,98,4,194,0,0,0,0,0,0
Chris McAlpine,5,37,5,15,0,20,6,250,6,21,2,27,0,0,0,0,0,0
Chris Summers,6,230,6,29,4,35,5,67,2,7,3,9,0,0,0,0,0,0
Chris Thorburn,3,138,29,44,13,73,10,604,43,68,86,111,0,0,0,0,0,0
Chris Vande Velde,6,236,38,48,4,86,5,118,10,9,0,19,0,0,0,0,0,0
Dallas Eakins,6,286,14,52,3,66,5,63,0,5,7,5,0,0,0,0,0,0
Darroll Powe,5,211,33,39,18,72,6,329,28,28,10,56,0,0,0,0,0,0
David Desharnais,5,183,62,122,0,184,6,339,64,147,0,211,0,0,0,0,0,0
Denis Gauthier,3,162,7,38,5,45,10,554,17,60,33,77,0,0,0,0,0,0
Eric Tangradi,5,226,74,78,14,152,6,143,5,10,7,15,0,0,0,0,0,0
Hnat Domenichelli,5,235,122,109,2,231,6,244,49,58,2,107,0,0,0,0,0,0
Ivan Ciernik,6,214,50,58,0,108,5,89,12,14,0,26,0,0,0,0,0,0
Jakub Kindl,5,237,13,76,3,89,6,248,14,48,1,62,0,0,0,0,0,0
James Wisniewski,3,73,10,35,3,45,10,551,53,221,20,274,0,0,0,0,0,0
Jeff Hamilton,6,299,130,125,1,255,5,157,32,45,0,77,0,0,0,0,0,0
Jeff Tambellini,5,175,101,100,0,201,6,242,27,36,1,63,0,0,0,0,0,0
Jordan Hendry,6,263,13,37,11,50,5,131,4,9,0,13,0,0,0,0,0,0
Josh Hennessy,6,438,142,175,0,317,5,23,1,0,0,1,0,0,0,0,0,0
Juraj Kolnik,5,266,87,100,1,187,6,240,46,49,0,95,0,0,0,0,0,0
Ken Sutton,6,318,31,127,8,158,5,106,2,11,2,13,0,0,0,0,0,0
Kevin Bieksa,3,28,3,20,5,23,10,597,56,185,44,241,0,0,0,0,0,0
Kevin Klein,3,155,15,50,4,65,10,498,26,88,11,114,0,0,0,0,0,0
Kevin Porter,5,272,79,116,7,195,6,206,29,26,1,55,0,0,0,0,0,0
Kevyn Adams,3,161,38,67,7,105,10,540,59,77,14,136,0,0,0,0,0,0
Kyle Quincey,3,201,16,59,9,75,10,448,26,103,5,129,0,0,0,0,0,0
Ladislav Kohn,5,230,76,125,7,201,6,181,13,28,7,41,0,0,0,0,0,0
Marc Chouinard,5,192,38,36,1,74,6,320,37,41,3,78,0,0,0,0,0,0
Mark Cullen,10,570,165,285,0,450,3,38,7,10,0,17,0,0,0,0,0,0
Maxim Lapierre,3,129,31,43,6,74,10,614,65,74,24,139,0,0,0,0,0,0
Mike Watt,6,255,59,77,4,136,5,157,15,26,1,41,0,0,0,0,0,0
Nathan McIver,10,508,10,28,148,38,3,36,0,1,16,1,0,0,0,0,0,0
Nick Johnson,6,234,71,94,7,165,5,113,14,23,4,37,0,0,0,0,0,0
Paul Bissonnette,5,217,14,23,72,37,6,202,7,15,53,22,0,0,0,0,0,0
Rod Pelley,6,355,57,56,9,113,5,256,9,20,11,29,0,0,0,0,0,0
Ryan Jones,5,53,19,11,4,30,6,334,54,46,7,100,0,0,0,0,0,0
Steve Guolla,6,241,115,182,2,297,5,162,27,38,3,65,0,0,0,0,0,0
Steve Halko,5,292,14,75,7,89,6,155,0,15,3,15,0,0,0,0,0,0
Sylvain Blouin,6,268,37,46,60,83,5,109,3,4,30,7,0,0,0,0,0,0
Theo Peckham,5,192,12,33,27,45,6,160,4,13,20,17,0,0,0,0,0,0
Zac Dalpe,6,230,84,85,2,169,5,117,10,10,0,20,0,0,0,0,0,0
Andre Savage,7,403,129,192,0,321,4,66,10,14,0,24,0,0,0,0,0,0
Andrei Markov,2,26,4,11,0,15,14,846,108,384,1,492,0,0,0,0,0,0
Andrew MacDonald,4,114,13,33,0,46,7,372,19,86,3,105,0,0,0,0,0,0
Aris Brimanis,7,258,25,67,2,92,4,92,2,9,1,11,0,0,0,0,0,0
Ben Lovejoy,4,218,18,62,5,80,7,268,11,57,7,68,0,0,0,0,0,0
Bill Lindsay,4,73,15,31,4,46,7,424,38,68,37,106,0,0,0,0,0,0
Branislav Mezei,4,81,1,12,5,13,7,240,5,19,5,24,0,0,0,0,0,0
Brett Lebda,4,115,8,48,2,56,7,397,20,56,1,76,0,0,0,0,0,0
Brett Sterling,7,440,224,199,3,423,4,30,5,4,0,9,0,0,0,0,0,0
Chris Stewart,4,103,31,27,14,58,7,463,129,135,43,264,0,0,0,0,0,0
Craig Adams,2,34,9,6,4,15,14,951,55,105,61,160,0,0,0,0,0,0
David Hale,4,72,5,11,3,16,7,327,4,25,14,29,0,0,0,0,0,0
Drake Berehowsky,4,29,2,1,2,3,7,420,31,86,27,117,0,0,0,0,0,0
Dwayne Hay,7,331,63,97,6,160,4,79,2,4,0,6,0,0,0,0,0,0
Eric Landry,7,432,169,207,7,376,4,68,5,9,1,14,0,0,0,0,0,0
Eric Meloche,7,413,92,123,11,215,4,74,9,11,0,20,0,0,0,0,0,0
Filip Kuba,2,122,6,21,1,27,14,836,70,263,1,333,0,0,0,0,0,0
Guillaume Lefebvre,7,430,64,75,54,139,4,39,2,4,1,6,0,0,0,0,0,0
Jamal Mayers,2,81,28,31,10,59,14,909,90,128,127,218,0,0,0,0,0,0
Jay Beagle,4,211,47,48,6,95,7,254,23,24,1,47,0,0,0,0,0,0
Jay Pandolfo,2,63,20,23,0,43,14,853,94,118,2,212,0,0,0,0,0,0
Joe DiPenta,7,507,12,59,34,71,4,174,6,17,6,23,0,0,0,0,0,0
Josh Gratton,7,223,32,40,70,72,4,86,3,3,33,6,0,0,0,0,0,0
Lauri Korpikoski,4,166,40,57,2,97,7,469,68,91,0,159,0,0,0,0,0,0
Lukas Krajicek,4,75,5,20,0,25,7,328,11,61,1,72,0,0,0,0,0,0
Marc Moro,7,486,12,52,44,64,4,30,0,0,7,0,0,0,0,0,0,0
Mark Mowers,4,217,95,120,0,215,7,278,18,44,0,62,0,0,0,0,0,0
Martin Grenier,7,432,18,43,120,61,4,18,1,0,2,1,0,0,0,0,0,0
Matt Beleskey,4,103,25,42,6,67,7,329,57,55,25,112,0,0,0,0,0,0
Matt D'Agostini,4,162,58,70,0,128,7,324,52,55,5,107,0,0,0,0,0,0
Matt Halischuk,4,118,38,39,0,77,7,250,33,39,1,72,0,0,0,0,0,0
Matt Herr,7,460,164,170,5,334,4,58,4,5,1,9,0,0,0,0,0,0
Matt Higgins,7,289,54,102,1,156,4,57,1,2,0,3,0,0,0,0,0,0
Mike Santorelli,4,214,76,100,0,176,7,336,55,65,0,120,0,0,0,0,0,0
Richard Jackman,4,28,6,14,0,20,7,231,19,58,2,77,0,0,0,0,0,0
Serge Payer,7,384,63,123,14,186,4,124,7,6,6,13,0,0,0,0,0,0
Shawn Horcoff,2,26,11,20,1,31,14,949,180,316,8,496,0,0,0,0,0,0
Ted Donato,4,88,37,58,0,95,7,424,54,81,0,135,0,0,0,0,0,0
Tomas Kaberle,2,4,0,2,0,2,14,984,87,476,1,563,0,0,0,0,0,0
Travis Roche,7,397,64,193,2,257,4,60,6,14,0,20,0,0,0,0,0,0
Ville Nieminen,4,243,69,82,5,151,7,385,48,69,2,117,0,0,0,0,0,0
Yannick Weber,4,155,33,62,0,95,7,229,22,41,0,63,0,0,0,0,0,0
Brad Mills,9,347,58,76,43,134,3,34,1,1,4,2,0,0,0,0,0,0
Brad Tiley,9,624,81,262,5,343,3,11,0,0,0,0,0,0,0,0,0,0
Curtis Glencross,3,108,42,37,13,79,9,507,134,141,11,275,0,0,0,0,0,0
Dan Hinote,3,144,33,51,8,84,9,503,38,52,30,90,0,0,0,0,0,0
David Booth,3,30,8,8,2,16,9,502,120,111,5,231,0,0,0,0,0,0
Doug Murray,3,97,13,20,5,33,9,518,7,57,30,64,0,0,0,0,0,0
Erik Rasmussen,3,116,23,31,4,54,9,545,52,76,3,128,0,0,0,0,0,0
Garrett Stafford,9,598,87,257,4,344,3,7,0,2,0,2,0,0,0,0,0,0
George Parros,3,75,3,8,20,11,9,474,18,18,165,36,0,0,0,0,0,0
Guillaume Desbiens,9,451,71,85,90,156,3,23,0,0,7,0,0,0,0,0,0,0
Joe Callahan,9,499,18,101,12,119,3,46,0,4,0,4,0,0,0,0,0,0
Loui Eriksson,3,95,37,34,0,71,9,643,182,259,0,441,0,0,0,0,0,0
Marc Methot,3,195,10,32,3,42,9,442,16,80,7,96,0,0,0,0,0,0
Matthew Lombardi,3,153,50,42,0,92,9,536,101,161,1,262,0,0,0,0,0,0
Mike Angelidis,9,579,119,126,106,245,3,10,1,0,3,1,0,0,0,0,0,0
Mike York,3,123,27,76,0,103,9,579,127,195,1,322,0,0,0,0,0,0
Niklas Grossman,3,138,4,11,1,15,9,531,10,69,4,79,0,0,0,0,0,0
Patrick Kaleta,3,94,7,16,16,23,9,348,27,27,40,54,0,0,0,0,0,0
Ryan Flinn,9,330,16,20,121,36,3,31,1,0,12,1,0,0,0,0,0,0
Ryan Whitney,3,55,12,26,0,38,9,481,50,209,7,259,0,0,0,0,0,0
Travis Brigley,9,525,131,178,1,309,3,55,3,6,0,9,0,0,0,0,0,0
John Madden,2,149,58,96,2,154,13,898,165,183,1,348,0,0,0,0,0,0
Marc Savard,2,67,24,63,0,87,13,807,207,499,7,706,0,0,0,0,0,0
Nik Antropov,2,36,11,24,0,35,13,788,193,272,5,465,0,0,0,0,0,0
Sheldon Souray,2,46,4,15,5,19,13,758,109,191,55,300,0,0,0,0,0,0
Stephen Weiss,2,13,8,3,0,11,13,732,156,267,3,423,0,0,0,0,0,0
Todd White,2,41,22,26,0,48,13,653,141,240,0,381,0,0,0,0,0,0
Wade Belak,2,40,0,3,10,3,13,544,8,25,129,33,0,0,0,0,0,0
Wade Redden,2,119,12,50,3,62,13,941,103,324,23,427,0,0,0,0,0,0
Brandon Bochenski,5,180,102,99,1,201,5,156,28,40,0,68,0,0,0,0,0,0
Derek Smith,5,304,40,126,2,166,5,94,2,12,0,14,0,0,0,0,0,0
Harold Druken,5,175,64,85,1,149,5,146,27,35,0,62,0,0,0,0,0,0
Jeremy Morin,5,208,81,77,12,158,5,82,10,12,3,22,0,0,0,0,0,0
Louie DeBrusk,5,84,6,5,9,11,5,173,5,5,46,10,0,0,0,0,0,0
Luke Adam,5,283,93,110,1,203,5,90,15,11,0,26,0,0,0,0,0,0
Marc-Andre Gragnani,5,325,50,184,3,234,5,74,3,15,0,18,0,0,0,0,0,0
Marco Scandella,5,96,7,35,3,42,5,229,18,37,3,55,0,0,0,0,0,0
Mark Popovic,5,358,38,103,3,141,5,81,2,5,0,7,0,0,0,0,0,0
Noah Welch,5,208,19,58,7,77,5,75,4,5,2,9,0,0,0,0,0,0
Patrice Cormier,5,210,48,48,27,96,5,50,1,4,2,5,0,0,0,0,0,0
Paul Byron,5,224,58,82,7,140,5,138,17,31,1,48,0,0,0,0,0,0
Reed Low,5,252,25,34,80,59,5,256,3,16,82,19,0,0,0,0,0,0
Sami Helenius,5,91,1,3,16,4,5,152,2,3,25,5,0,0,0,0,0,0
Todd Reirden,5,254,34,72,0,106,5,183,11,35,5,46,0,0,0,0,0,0
Yan Stastny,5,239,65,82,12,147,5,91,6,10,4,16,0,0,0,0,0,0
Aaron Palushaj,6,258,76,118,1,194,4,68,3,11,1,14,0,0,0,0,0,0
Aaron Voros,6,203,40,37,28,77,4,162,18,19,42,37,0,0,0,0,0,0
Alexander Sulzer,4,155,24,79,1,103,6,131,7,15,0,22,0,0,0,0,0,0
Alexandre Daigle,4,112,30,79,0,109,6,353,62,109,1,171,0,0,0,0,0,0
Andre Deveaux,8,448,98,108,59,206,3,31,0,2,13,2,0,0,0,0,0,0
Andy McDonald,2,67,22,50,0,72,12,685,182,307,0,489,0,0,0,0,0,0
Bob Sanguinetti,8,338,50,160,0,210,3,45,2,4,0,6,0,0,0,0,0,0
Bobby Ryan,3,70,33,44,3,77,8,526,188,203,7,391,0,0,0,0,0,0
Bracken Kearns,8,517,116,174,53,290,3,31,3,2,2,5,0,0,0,0,0,0
Brandon Prust,3,221,39,51,75,90,8,451,39,69,123,108,0,0,0,0,0,0
Brian Boyle,3,114,41,42,8,83,8,473,67,57,18,124,0,0,0,0,0,0
Chad LaRose,3,122,39,38,0,77,8,508,85,95,5,180,0,0,0,0,0,0
Chris Chelios,2,48,5,18,0,23,12,731,32,196,12,228,0,0,0,0,0,0
Chris O'Sullivan,6,256,43,156,1,199,4,35,0,9,1,9,0,0,0,0,0,0
Corey Locke,8,561,166,359,0,525,3,9,0,1,0,1,0,0,0,0,0,0
Dan Focht,8,388,12,49,38,61,3,82,2,6,10,8,0,0,0,0,0,0
Daniel Winnik,3,78,10,13,0,23,8,569,58,126,12,184,0,0,0,0,0,0
Darryl Bootland,8,320,69,70,76,139,3,32,1,2,12,3,0,0,0,0,0,0
Dave Karpa,4,119,3,26,2,29,6,312,7,35,24,42,0,0,0,0,0,0
Dave Roche,8,515,146,136,41,282,3,39,3,3,3,6,0,0,0,0,0,0
Derek Bekar,8,490,159,131,5,290,3,11,0,0,0,0,0,0,0,0,0,0
Doug Houda,6,413,32,124,9,156,4,61,2,5,5,7,0,0,0,0,0,0
Drew Miller,3,163,55,55,1,110,8,488,56,57,4,113,0,0,0,0,0,0
Duvie Westcott,4,149,10,72,7,82,6,201,11,45,5,56,0,0,0,0,0,0
Eric Chouinard,6,249,70,87,0,157,4,90,11,11,0,22,0,0,0,0,0,0
Georges Laraque,2,71,16,28,21,44,12,695,53,100,138,153,0,0,0,0,0,0
Henrik Tallinder,2,77,6,15,0,21,12,678,28,114,0,142,0,0,0,0,0,0
J.P. Dumont,2,63,39,24,1,63,12,822,214,309,0,523,0,0,0,0,0,0
Jamie Allison,3,68,2,10,9,12,8,351,7,23,47,30,0,0,0,0,0,0
Jamie Pushor,3,140,8,32,20,40,8,441,10,38,45,48,0,0,0,0,0,0
Jamie Wright,4,184,60,73,4,133,6,124,12,20,2,32,0,0,0,0,0,0
Jason Dawe,6,293,82,122,0,204,4,144,26,28,0,54,0,0,0,0,0,0
Jason Spezza,2,86,44,64,2,108,12,768,268,481,5,749,0,0,0,0,0,0
Jerome Samson,8,450,161,183,3,344,3,46,2,7,0,9,0,0,0,0,0,0
Jesse Joensuu,4,177,42,69,6,111,6,129,13,11,1,24,0,0,0,0,0,0
Joakim Lindstrom,4,187,69,105,1,174,6,150,19,24,0,43,0,0,0,0,0,0
Joel Rechlicz,8,207,4,3,84,7,3,26,0,1,11,1,0,0,0,0,0,0
Joel Ward,3,209,38,48,2,86,8,517,97,123,1,220,0,0,0,0,0,0
John McCarthy,6,302,68,91,7,159,4,87,3,3,0,6,0,0,0,0,0,0
John Zeiler,6,245,38,52,8,90,4,90,1,4,4,5,0,0,0,0,0,0
Jonathan Ericsson,3,176,17,61,8,78,8,407,17,66,10,83,0,0,0,0,0,0
Jordan Leopold,2,6,2,4,0,6,12,695,67,147,1,214,0,0,0,0,0,0
Mark Bell,3,174,40,60,8,100,8,450,87,95,38,182,0,0,0,0,0,0
Mark Greig,6,421,170,276,3,446,4,30,5,7,0,12,0,0,0,0,0,0
Mark Letestu,4,191,51,83,1,134,6,318,58,69,1,127,0,0,0,0,0,0
Mark Wotton,12,783,71,232,3,303,2,6,0,0,0,0,0,0,0,0,0,0
Matt Davidson,8,513,126,129,0,255,3,56,5,7,0,12,0,0,0,0,0,0
Matt Hunwick,3,110,12,45,2,57,8,347,18,60,2,78,0,0,0,0,0,0
Matt Moulson,3,188,74,86,4,160,8,474,154,162,0,316,0,0,0,0,0,0
Matt Pelech,8,425,18,36,92,54,3,13,1,3,4,4,0,0,0,0,0,0
Matt Smaby,6,212,7,36,5,43,4,122,0,6,4,6,0,0,0,0,0,0
Matt Stajan,2,2,0,2,0,2,12,774,130,231,4,361,0,0,0,0,0,0
Matt Taormina,6,308,42,117,1,159,4,56,4,8,0,12,0,0,0,0,0,0
Michel Ouellet,6,207,69,85,1,154,4,190,52,64,0,116,0,0,0,0,0,0
Mike Glumac,8,420,154,152,21,306,3,40,7,6,4,13,0,0,0,0,0,0
Mike Kostka,8,406,42,172,4,214,3,70,4,16,1,20,0,0,0,0,0,0
Nathan Perrott,6,265,33,47,88,80,4,89,4,5,34,9,0,0,0,0,0,0
Niko Dimitrakos,6,264,79,109,1,188,4,158,24,38,2,62,0,0,0,0,0,0
Noah Clarke,6,256,79,108,4,187,4,21,3,1,0,4,0,0,0,0,0,0
Pascal Trepanier,4,246,50,93,4,143,6,229,12,22,4,34,0,0,0,0,0,0
Pat Maroon,6,353,118,160,32,278,4,148,22,44,25,66,0,0,0,0,0,0
Patrick O'Sullivan,4,198,99,124,0,223,6,334,58,103,0,161,0,0,0,0,0,0
Philippe Dupuis,6,308,73,91,0,164,4,116,6,12,1,18,0,0,0,0,0,0
Pierre-Cedric Labrie,8,448,61,80,75,141,3,46,2,3,9,5,0,0,0,0,0,0
Radek Martinek,2,6,0,6,0,6,12,486,25,85,1,110,0,0,0,0,0,0
Ramzi Abid,6,269,107,121,29,228,4,68,14,16,5,30,0,0,0,0,0,0
Ray Giroux,6,386,71,173,5,244,4,38,0,13,0,13,0,0,0,0,0,0
Rich Clune,8,337,32,60,127,92,3,106,7,9,29,16,0,0,0,0,0,0
Rich Peverley,3,176,56,112,3,168,8,442,84,157,3,241,0,0,0,0,0,0
Richard Petiot,8,338,19,73,11,92,3,15,0,3,1,3,0,0,0,0,0,0
Rob Valicevic,4,264,56,101,0,157,6,193,28,20,1,48,0,0,0,0,0,0
Simon Gamache,6,302,118,142,5,260,4,48,6,7,0,13,0,0,0,0,0,0
Staffan Kronwall,6,193,21,79,2,100,4,66,1,3,1,4,0,0,0,0,0,0
Steve Downie,3,49,14,36,13,50,8,408,73,117,55,190,0,0,0,0,0,0
Steve Dubinsky,4,78,28,31,0,59,6,284,21,36,1,57,0,0,0,0,0,0
Steve Pinizzotto,8,310,51,95,38,146,3,36,2,4,8,6,0,0,0,0,0,0
Steve Poapst,4,225,12,72,0,84,6,304,7,28,0,35,0,0,0,0,0,0
Tanner Glass,3,91,10,15,19,25,8,443,19,41,63,60,0,0,0,0,0,0
Tavis Hansen,8,491,142,127,24,269,3,32,2,1,2,3,0,0,0,0,0,0
Tony Tuzzolino,8,364,60,95,17,155,3,9,0,0,1,0,0,0,0,0,0,0
Travis Morin,8,413,121,238,0,359,3,13,0,1,0,1,0,0,0,0,0,0
Tyler Kennedy,3,53,19,30,0,49,8,477,86,113,16,199,0,0,0,0,0,0
Chris Higgins,2,74,21,27,0,48,11,678,162,167,0,329,0,0,0,0,0,0
Chris Kunitz,2,64,19,29,2,48,11,733,224,287,12,511,0,0,0,0,0,0
Darren McCarty,2,32,10,11,4,21,11,529,79,92,78,171,0,0,0,0,0,0
Derek Roy,2,34,17,29,1,46,11,738,189,335,1,524,0,0,0,0,0,0
Greg Campbell,2,87,16,19,7,35,11,721,68,108,63,176,0,0,0,0,0,0
Maxime Fortunus,11,685,64,178,3,242,2,9,0,1,0,1,0,0,0,0,0,0
Michael Nylander,2,31,6,18,0,24,11,709,168,367,0,535,0,0,0,0,0,0
Niklas Kronwall,2,26,2,11,0,13,11,674,71,268,0,339,0,0,0,0,0,0
Samuel Pahlsson,2,26,2,14,0,16,11,798,68,131,0,199,0,0,0,0,0,0
Anton Babchuk,3,111,15,30,0,45,7,289,36,71,0,107,0,0,0,0,0,0
Bob Wren,7,460,159,293,13,452,3,5,0,0,0,0,0,0,0,0,0,0
Boris Valabik,7,211,6,31,42,37,3,80,0,7,13,7,0,0,0,0,0,0
Chris Minard,7,370,159,113,4,272,3,40,2,4,1,6,0,0,0,0,0,0
Chris Murray,7,135,13,23,13,36,3,127,8,11,24,19,0,0,0,0,0,0
Chris Terry,7,380,121,180,3,301,3,70,12,11,0,23,0,0,0,0,0,0
Dan Bylsma,3,40,4,6,3,10,7,346,16,37,10,53,0,0,0,0,0,0
Danny Richmond,7,417,30,123,69,153,3,49,0,3,9,3,0,0,0,0,0,0
Darrel Scoville,7,370,50,130,6,180,3,16,0,1,0,1,0,0,0,0,0,0
Darryl Boyce,7,276,48,82,24,130,3,84,6,12,3,18,0,0,0,0,0,0
Freddy Meyer,3,78,17,19,0,36,7,281,20,53,3,73,0,0,0,0,0,0
Greg Classen,7,393,97,135,5,232,3,90,7,10,0,17,0,0,0,0,0,0
Greg Mauldin,7,398,111,129,5,240,3,36,5,5,0,10,0,0,0,0,0,0
Igor Korolev,3,38,9,10,0,19,7,489,76,136,0,212,0,0,0,0,0,0
J.T. Wyman,7,387,67,90,1,157,3,44,2,9,0,11,0,0,0,0,0,0
Jamie Heward,3,106,26,66,1,92,7,369,37,82,3,119,0,0,0,0,0,0
Jason King,7,343,123,117,1,240,3,59,12,11,1,23,0,0,0,0,0,0
Jean-Francois Fortin,7,180,18,36,2,54,3,71,1,4,0,5,0,0,0,0,0,0
Jim Montgomery,7,429,145,297,1,442,3,37,1,8,1,9,0,0,0,0,0,0
John Scott,3,173,6,8,29,14,7,274,5,5,37,10,0,0,0,0,0,0
Josef Boumedienne,7,365,43,180,7,223,3,47,4,12,1,16,0,0,0,0,0,0
Kip Miller,3,186,65,122,1,187,7,368,61,143,0,204,0,0,0,0,0,0
Kyle Turris,3,86,28,43,0,71,7,398,93,133,3,226,0,0,0,0,0,0
Kyle Wilson,7,427,149,171,3,320,3,39,4,9,0,13,0,0,0,0,0,0
Matt Jones,7,218,13,27,2,40,3,106,1,10,1,11,0,0,0,0,0,0
Mattias Timander,3,109,7,35,1,42,7,378,12,49,1,61,0,0,0,0,0,0
Max Pacioretty,3,82,25,47,2,72,7,399,144,136,6,280,0,0,0,0,0,0
Michael Ryan,7,260,97,93,6,190,3,83,7,8,0,15,0,0,0,0,0,0
Mike Peluso,7,409,140,157,8,297,3,61,4,2,10,6,0,0,0,0,0,0
Mike Weber,3,181,7,36,14,43,7,306,8,40,25,48,0,0,0,0,0,0
Nathan Oystrick,7,338,64,142,25,206,3,65,5,10,7,15,0,0,0,0,0,0
Pat Kavanagh,7,412,98,102,17,200,3,14,2,0,0,2,0,0,0,0,0,0
Robert Dome,7,299,119,141,6,260,3,53,7,7,0,14,0,0,0,0,0,0
Scott Barney,7,333,109,75,9,184,3,27,5,6,0,11,0,0,0,0,0,0
Serge Aubin,3,182,80,92,1,172,7,374,44,64,5,108,0,0,0,0,0,0
Steve Webb,3,97,12,24,26,36,7,280,4,9,39,13,0,0,0,0,0,0
Stu Bickel,7,221,9,32,40,41,3,76,0,10,19,10,0,0,0,0,0,0
Tim Conboy,7,404,14,52,82,66,3,59,0,6,16,6,0,0,0,0,0,0
Torrey Mitchell,3,18,4,7,1,11,7,457,42,63,5,105,0,0,0,0,0,0
Tyler Arnason,3,78,27,33,2,60,7,487,88,157,0,245,0,0,0,0,0,0
Tyson Nash,3,202,50,61,14,111,7,374,27,37,33,64,0,0,0,0,0,0
Vladimir Sobotka,3,68,34,40,5,74,7,381,35,88,7,123,0,0,0,0,0,0
Alex Burrows,2,35,12,18,1,30,10,688,175,167,30,342,0,0,0,0,0,0
Andre Benoit,5,319,43,130,5,173,4,179,11,37,0,48,0,0,0,0,0,0
Andreas Nodl,4,113,22,38,0,60,5,183,15,21,0,36,0,0,0,0,0,0
Andrei Loktionov,4,132,29,68,0,97,5,155,22,26,0,48,0,0,0,0,0,0
Barry Tallackson,5,311,76,88,5,164,4,20,1,1,0,2,0,0,0,0,0,0
Bert Robertsson,5,126,13,20,9,33,4,123,4,10,5,14,0,0,0,0,0,0
Bobby Butler,4,221,87,79,3,166,5,130,20,29,1,49,0,0,0,0,0,0
Brad Chartrand,4,174,48,70,1,118,5,215,25,25,5,50,0,0,0,0,0,0
Brandon Pirri,4,238,68,132,0,200,5,105,35,16,0,51,0,0,0,0,0,0
Brian Strait,4,220,8,32,3,40,5,130,5,16,0,21,0,0,0,0,0,0
Brian Swanson,5,257,84,142,0,226,4,70,4,13,0,17,0,0,0,0,0,0
Carl Klingberg,5,269,66,78,3,144,4,12,1,0,0,1,0,0,0,0,0,0
Casey Wellman,5,300,96,130,2,226,4,54,6,10,0,16,0,0,0,0,0,0
Cody Goloubef,5,201,18,52,4,70,4,53,1,9,1,10,0,0,0,0,0,0
Cory Emmerton,5,270,50,107,0,157,4,139,12,9,0,21,0,0,0,0,0,0
Daniel Paille,2,74,21,27,1,48,10,570,85,87,2,172,0,0,0,0,0,0
David Harlock,4,224,9,64,0,73,5,204,2,14,1,16,0,0,0,0,0,0
Davis Drewiske,4,149,5,34,1,39,5,135,5,20,1,25,0,0,0,0,0,0
Denis Shvidki,5,227,48,90,0,138,4,76,11,14,0,25,0,0,0,0,0,0
Gabriel Dumont,5,318,73,81,28,154,4,18,1,2,1,3,0,0,0,0,0,0
Harry Zolnierczyk,5,233,58,67,9,125,4,59,5,4,4,9,0,0,0,0,0,0
Herbert Vasiljevs,5,321,96,150,0,246,4,51,8,7,0,15,0,0,0,0,0,0
Ian Cole,4,109,10,28,2,38,5,187,10,29,5,39,0,0,0,0,0,0
Ivan Novoseltsev,4,87,18,34,0,52,5,234,31,44,3,75,0,0,0,0,0,0
Jarrod Skalde,5,236,65,133,4,198,4,67,6,10,3,16,0,0,0,0,0,0
Jay McClement,2,79,16,18,0,34,10,764,82,143,5,225,0,0,0,0,0,0
Jeff Finger,5,231,11,51,9,62,4,199,17,40,8,57,0,0,0,0,0,0
Jeff Jillson,5,268,29,84,1,113,4,140,9,32,6,41,0,0,0,0,0,0
Jim Dowd,2,86,23,59,1,82,10,632,60,139,4,199,0,0,0,0,0,0
Jim Fahey,5,175,7,67,10,74,4,92,1,24,5,25,0,0,0,0,0,0
Jim Slater,2,7,1,1,0,2,10,584,67,71,20,138,0,0,0,0,0,0
Jiri Hudler,2,133,53,92,0,145,10,604,145,226,0,371,0,0,0,0,0,0
Joe Colborne,4,211,50,75,4,125,5,160,19,43,1,62,0,0,0,0,0,0
Joe Murphy,5,309,72,83,5,155,4,182,47,56,6,103,0,0,0,0,0,0
John Pohl,5,306,124,159,2,283,4,115,17,21,1,38,0,0,0,0,0,0
Jon DiSalvatore,10,713,213,310,3,523,2,6,0,0,0,0,0,0,0,0,0,0
Jonathan Girard,4,104,9,53,0,62,5,150,10,34,2,44,0,0,0,0,0,0
Jordan Caron,4,134,36,42,2,78,5,153,12,16,4,28,0,0,0,0,0,0
